review,rating,date,bank,source,sentiment,sentiment_score
Excited,5,2024-04-29,BOA,Google Play,positive,0.9997768998146057
Good,5,2024-04-29,BOA,Google Play,positive,0.9998161196708679
👑👑,5,2024-04-29,BOA,Google Play,negative,0.6970565915107727
Nice,5,2024-04-29,BOA,Google Play,positive,0.9998552799224854
"It's nice, the stack thing needs update thou",5,2024-04-28,BOA,Google Play,positive,0.9839305281639099
This application is relatively good even if some times interpreted.But apolo is difficult application please improve it.,5,2024-04-28,BOA,Google Play,positive,0.9913715124130249
Very helpfull app,5,2024-04-27,BOA,Google Play,positive,0.9989476799964905
Best 100%,5,2024-04-27,BOA,Google Play,positive,0.9998010993003845
Really work very good app l like you BoA,5,2024-04-26,BOA,Google Play,positive,0.9998058676719666
Best app,5,2024-04-26,BOA,Google Play,positive,0.999686598777771
ያምራል,5,2024-04-25,BOA,Google Play,negative,0.6970565915107727
excellent,5,2024-04-25,BOA,Google Play,positive,0.9998434782028198
Nice,5,2024-04-25,BOA,Google Play,positive,0.9998552799224854
Boa is the best app but Please Clear Instant or Not instant option of send money be for Asked !!!,5,2024-04-24,BOA,Google Play,negative,0.880310595035553
Nic app,5,2024-04-24,BOA,Google Play,positive,0.9797857403755188
The best,5,2024-04-24,BOA,Google Play,positive,0.9998332262039185
The Bank I always love 😘 and work with them is priceless,5,2024-04-24,BOA,Google Play,positive,0.9997803568840027
Best,5,2024-04-24,BOA,Google Play,positive,0.9997941851615906
It's the best,5,2024-04-24,BOA,Google Play,positive,0.9998540878295898
This app is very wonderful,5,2024-04-24,BOA,Google Play,positive,0.999883770942688
🙏,5,2024-04-23,BOA,Google Play,negative,0.6970565915107727
Good,5,2024-04-23,BOA,Google Play,positive,0.9998161196708679
Nice,5,2024-04-23,BOA,Google Play,positive,0.9998552799224854
In Ethiopia pest Bank,5,2024-04-23,BOA,Google Play,negative,0.9949629306793213
እጅግ በጣም ጥሩ ነው ።,5,2024-04-23,BOA,Google Play,negative,0.8832131028175354
Only problem is often it has connectivity issues.,5,2024-04-23,BOA,Google Play,negative,0.9959843158721924
Usfull,5,2024-04-23,BOA,Google Play,positive,0.945973813533783
Good bank,5,2024-04-22,BOA,Google Play,positive,0.9998420476913452
Good,5,2024-04-22,BOA,Google Play,positive,0.9998161196708679
I like this bank by his activity and respect castemers i look like my house,5,2024-04-22,BOA,Google Play,positive,0.9994611144065857
አርፍ ነው,5,2024-04-22,BOA,Google Play,negative,0.7850590348243713
Bank Of Abyssina,5,2024-04-22,BOA,Google Play,negative,0.9958736300468445
very fast also nice app i love it,5,2024-04-22,BOA,Google Play,positive,0.9998733997344971
Excellent,5,2024-04-22,BOA,Google Play,positive,0.9998434782028198
Very good,5,2024-04-21,BOA,Google Play,positive,0.9998520612716675
"This app is awesome, I like the features",5,2024-04-21,BOA,Google Play,positive,0.9998729228973389
nice,5,2024-04-21,BOA,Google Play,positive,0.9998552799224854
Hey no working,5,2024-04-19,BOA,Google Play,negative,0.9963237047195435
It's good app tnx for u new update it's very easy to using this app they add some future tnx Abyssinia bank,5,2024-04-18,BOA,Google Play,positive,0.996093213558197
Good app,5,2024-04-18,BOA,Google Play,positive,0.9998493194580078
Wowww,5,2024-04-16,BOA,Google Play,positive,0.9972698092460632
wow good job BOA,5,2024-04-16,BOA,Google Play,positive,0.9998181462287903
Vary good app,5,2024-04-15,BOA,Google Play,positive,0.9998146891593933
add receipt pdf like telebirr,5,2024-04-14,BOA,Google Play,negative,0.9775201678276062
Wow,5,2024-04-14,BOA,Google Play,positive,0.999592125415802
Good,5,2024-04-14,BOA,Google Play,positive,0.9998161196708679
Its good,5,2024-04-13,BOA,Google Play,positive,0.9998385906219482
❤,5,2024-04-13,BOA,Google Play,negative,0.6970565915107727
Abissiniya bank one of the best for giving the future,5,2024-04-12,BOA,Google Play,positive,0.9998038411140442
This the best mobile banking App BOA mobile banking included all digital banking features and we can access the most companies and sectors with this App. Thanks for giving this services Keep going .,5,2024-04-12,BOA,Google Play,positive,0.9996832609176636
Nice,5,2024-04-11,BOA,Google Play,positive,0.9998552799224854
Simplify your life by using the Abyssinia app I like it because it is comfortable and safe,5,2024-04-11,BOA,Google Play,positive,0.9996391534805298
Good,5,2024-04-09,BOA,Google Play,positive,0.9998161196708679
Good app,5,2024-04-09,BOA,Google Play,positive,0.9998493194580078
Boa ... The best,5,2024-04-09,BOA,Google Play,positive,0.9998708963394165
wow its so attractive,5,2024-04-09,BOA,Google Play,positive,0.9998676776885986
Keep it up 1ygna bank,5,2024-04-09,BOA,Google Play,positive,0.9989239573478699
oh,5,2024-04-08,BOA,Google Play,positive,0.980659008026123
Great apps,5,2024-04-07,BOA,Google Play,positive,0.9998534917831421
It closes playing audio app when it is opened . What is the solution?,5,2024-04-06,BOA,Google Play,negative,0.9949249029159546
excellent,5,2024-04-05,BOA,Google Play,positive,0.9998434782028198
Mosisaborana,5,2024-04-05,BOA,Google Play,negative,0.9697707295417786
Good bank,5,2024-04-04,BOA,Google Play,positive,0.9998420476913452
Mubarak,5,2024-04-03,BOA,Google Play,negative,0.7390627861022949
Nice app,5,2024-03-29,BOA,Google Play,positive,0.9998061060905457
Good,5,2024-03-28,BOA,Google Play,positive,0.9998161196708679
Wow! Thanks BoA,5,2024-03-22,BOA,Google Play,positive,0.9998019337654114
Muhammaadamaan musxafaa,5,2024-03-21,BOA,Google Play,negative,0.9876733422279358
BOA mobile the best App,5,2024-03-20,BOA,Google Play,positive,0.9997171759605408
Good,5,2024-03-18,BOA,Google Play,positive,0.9998161196708679
NICE APP,5,2024-03-15,BOA,Google Play,positive,0.9998061060905457
"It was a very nice app and was exemplary to other banks, but I am experiencing difficulties in transfering transactions and thinking to leave Abyssinia? What would you advise me. ወጣ ወጣና ሆነእኮ ነገሩ።",5,2024-03-14,BOA,Google Play,negative,0.9917178153991699
This app is a good app,5,2024-03-14,BOA,Google Play,positive,0.9998512268066406
It's good Rate app,5,2024-03-12,BOA,Google Play,positive,0.9998313188552856
Very Good,5,2024-03-12,BOA,Google Play,positive,0.9998520612716675
Cool,5,2024-03-10,BOA,Google Play,positive,0.9998509883880615
Berry good,5,2024-03-08,BOA,Google Play,positive,0.9998668432235718
Good,5,2024-03-07,BOA,Google Play,positive,0.9998161196708679
Good,5,2024-03-06,BOA,Google Play,positive,0.9998161196708679
A little faster than before . Thanks,5,2024-03-05,BOA,Google Play,positive,0.9996907711029053
Application,5,2024-03-05,BOA,Google Play,positive,0.9836764931678772
Toppen!!!,5,2024-03-04,BOA,Google Play,positive,0.952091634273529
Awosome,5,2024-03-03,BOA,Google Play,negative,0.6613028645515442
Ayub Gebere,5,2024-03-02,BOA,Google Play,positive,0.9402117729187012
"Its amazing and easy to use , but from these two past days it crashes and tells me ""there is not enough connectivity"" while my internet was good enough , and i can't open it anymore !! Fix this proplem ASAP.",5,2024-03-02,BOA,Google Play,negative,0.9995220899581909
An excellent app.,5,2024-03-01,BOA,Google Play,positive,0.9998602867126465
i like this app,5,2024-02-29,BOA,Google Play,positive,0.9996516704559326
More interactive and easy to use mobile app👌,5,2024-02-29,BOA,Google Play,positive,0.9974318146705627
App,5,2024-02-28,BOA,Google Play,positive,0.9684572219848633
ስንታየሁ,5,2024-02-24,BOA,Google Play,negative,0.6970565915107727
Very Interesting,5,2024-02-24,BOA,Google Play,positive,0.999863862991333
User friendly at it's best with the best security option.,5,2024-02-24,BOA,Google Play,positive,0.9988510608673096
"It's a quiet good and smoothly accessible app which allows users to transfer , Airtime Top-up, ATM withdrawal and Utilities payments.",5,2024-02-24,BOA,Google Play,positive,0.9997918009757996
Good,5,2024-02-23,BOA,Google Play,positive,0.9998161196708679
nice,5,2024-02-23,BOA,Google Play,positive,0.9998552799224854
Wow bank of Abyssinia great job I really like the updated version of Mobile banking specially it allows me to transfer 500000 birr,5,2024-02-23,BOA,Google Play,positive,0.9985958933830261
It is easy to use and very fast app,5,2024-02-23,BOA,Google Play,positive,0.9995606541633606
It is better than before and i like it,5,2024-02-22,BOA,Google Play,positive,0.9998542070388794
Abyssinian mobile banking the latest one,5,2024-02-22,BOA,Google Play,positive,0.8906638622283936
The receipt download option is very convenient.,5,2024-02-22,BOA,Google Play,positive,0.9174292683601379
Welcome BoA mobile,5,2024-02-21,BOA,Google Play,positive,0.999670147895813
good,5,2024-02-20,BOA,Google Play,positive,0.9998161196708679
"Its nice platform when i compare with the previous version! But, when i try to use mobile banking the app states use the updated one! As it orders, i updated BOA from playstore, when i try to use mobile banking on the following day the same thing-update from the playstore!!!!",5,2024-02-20,BOA,Google Play,negative,0.9963669776916504
Very Fast And attractive App,5,2024-02-20,BOA,Google Play,positive,0.9998482465744019
It's good app,5,2024-02-20,BOA,Google Play,positive,0.9998689889907837
The app got a better features and easy to use.,5,2024-02-20,BOA,Google Play,positive,0.6302587389945984
Thes is nise app,5,2024-02-19,BOA,Google Play,negative,0.9557306170463562
Good,5,2024-02-19,BOA,Google Play,positive,0.9998161196708679
I have a great experience using this App,5,2024-02-19,BOA,Google Play,positive,0.999530553817749
It was good and more secured mb app but this new version apk i can't find it on play store will you tell me what i have too do ...please,5,2024-02-19,BOA,Google Play,negative,0.9961307048797607
Good,5,2024-02-18,BOA,Google Play,positive,0.9998161196708679
excellent app,5,2024-02-17,BOA,Google Play,positive,0.9998356103897095
Best app,5,2024-02-16,BOA,Google Play,positive,0.999686598777771
good app,5,2024-02-16,BOA,Google Play,positive,0.9998493194580078
Very good app its easy to use,5,2024-02-15,BOA,Google Play,positive,0.9997560381889343
Very good app!!,5,2024-02-14,BOA,Google Play,positive,0.9998703002929688
Wow amazing app,5,2024-02-14,BOA,Google Play,positive,0.9998513460159302
It is good &fast to open!!,5,2024-02-14,BOA,Google Play,positive,0.9998763799667358
👍,5,2024-02-11,BOA,Google Play,negative,0.6970565915107727
Good,5,2024-02-11,BOA,Google Play,positive,0.9998161196708679
useless app ever loading take long,1,2025-05-27,Dashen,Google Play,negative,0.9997350573539734
very useful App,1,2025-05-26,Dashen,Google Play,positive,0.9995785355567932
it is not as good as to the other mobile bank app.,1,2025-05-22,Dashen,Google Play,negative,0.999786913394928
dashen bank or dashen super app?,1,2025-05-17,Dashen,Google Play,negative,0.9937525391578674
always lagging,1,2025-05-16,Dashen,Google Play,negative,0.9998013377189636
it seems me logging out within minutes,1,2025-05-03,Dashen,Google Play,negative,0.9982207417488098
bad.,1,2025-04-30,Dashen,Google Play,negative,0.9997698664665222
Its slow when i try to see the Recent Transaction and stucked,1,2025-04-28,Dashen,Google Play,negative,0.9992387294769287
why do i have to change a pin number i use my finger print so dummy,1,2025-04-27,Dashen,Google Play,negative,0.9994646906852722
"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",1,2025-04-25,Dashen,Google Play,negative,0.9997708201408386
Too best,1,2025-04-21,Dashen,Google Play,positive,0.877548098564148
no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,1,2025-04-21,Dashen,Google Play,negative,0.9980541467666626
The app is very backward and doesn't always work. If it works three hours out of 24 hours it's great!😥,1,2025-04-14,Dashen,Google Play,negative,0.9958034157752991
It's bad for the connection and too many days are it that not working,1,2025-04-12,Dashen,Google Play,negative,0.9996840953826904
"The app is not working properly, I have been using it.",1,2025-04-10,Dashen,Google Play,negative,0.999715268611908
It's slow to send OTP. it's not reliable. It crushed many times. It needs improvement in many ways,1,2025-04-07,Dashen,Google Play,negative,0.9997294545173645
"This is the worst mobile banking experience I’ve ever had. It doesn’t work when you need it, and it randomly updates itself without warning. You can’t make transactions whenever you want. It’s a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. I’m lucky I’m not one of them, but still, it’s infuriating not being able to access your money when you need it.""l",1,2025-04-07,Dashen,Google Play,negative,0.9996976852416992
it's very disappointing fix it as soon as possible not expected from dashin bank fix it,1,2025-04-04,Dashen,Google Play,negative,0.9993618130683899
too slow to use.,1,2025-03-26,Dashen,Google Play,negative,0.9997276663780212
the worst app in the market only good ui,1,2025-03-22,Dashen,Google Play,negative,0.9997721314430237
"This app is not supporting smart phones that have old android version and so it is none inclusive. At the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks , you will be tied up to make Transactions. Ohh... tired!!!!!",1,2025-03-20,Dashen,Google Play,negative,0.9997400641441345
it's Be Come Busy &not working good,1,2025-03-20,Dashen,Google Play,negative,0.9993822574615479
I wanted to share some concerns about your Supper App. It appears to be experiencing reliability issues and isn’t performing as expected. I hope this can be addressed soon to improve the user experience. One star 🌟 for now.,1,2025-03-19,Dashen,Google Play,negative,0.9980534315109253
Worst app ever,1,2025-03-15,Dashen,Google Play,negative,0.9997803568840027
"This app is the most unreliable mobile banking application I have ever used for transaction, it is very late, non-responsive and full of bugs. Its is very disappointing. It is just inconvinient, and not user friendly and compatabke at all !!!!!!",1,2025-03-14,Dashen,Google Play,negative,0.9997894167900085
No good,1,2025-02-22,Dashen,Google Play,negative,0.9996987581253052
I don't know what happens but the application is not send verification pass code you should fix that,1,2025-02-16,Dashen,Google Play,negative,0.9973721504211426
This app doesn't work on my phone my phone is Samsung Galaxy s7 android version 9 All other financial apps work like telebirr CBE M_pesa...,1,2025-02-14,Dashen,Google Play,negative,0.9974337220191956
It doesn't work,1,2025-02-07,Dashen,Google Play,negative,0.9997813105583191
Not good this app,1,2025-02-04,Dashen,Google Play,negative,0.9997790455818176
Excellent app ever but it needs improvement on speed and transaction lists,1,2025-02-03,Dashen,Google Play,negative,0.990936815738678
"It does not work functional ,",1,2025-02-02,Dashen,Google Play,negative,0.9997901320457458
Is not working,1,2025-01-25,Dashen,Google Play,negative,0.9997809529304504
U can't create account,1,2025-01-15,Dashen,Google Play,negative,0.9984429478645325
I like this mobile banking app very much. Overall user interface and navigation is awesome. But it lacks instant response when someone deposit or withdraw money.,2,2025-06-07,Dashen,Google Play,negative,0.9904449582099915
"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",2,2025-05-26,Dashen,Google Play,negative,0.8351486325263977
"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,2,2025-05-17,Dashen,Google Play,negative,0.9994332194328308
"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",2,2025-04-24,Dashen,Google Play,negative,0.9993688464164734
very disappointing app. Closes frequently and unstable in function,2,2025-04-17,Dashen,Google Play,negative,0.9997677206993103
"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.",2,2025-04-09,Dashen,Google Play,negative,0.9996039271354675
Is really 💀,2,2025-04-08,Dashen,Google Play,positive,0.9858713746070862
This app is not working unless you turn off developer mode on your phone. So it takes your rights to just use it.,2,2025-04-04,Dashen,Google Play,negative,0.9994447827339172
why does it ask me for both pin and opt even the opt is touch let alone both,2,2025-04-02,Dashen,Google Play,negative,0.9958769083023071
The app is good but it ask update every week so tiring,2,2025-03-11,Dashen,Google Play,negative,0.9951795339584351
The speed is too slow. Need some improvements.,2,2025-03-06,Dashen,Google Play,negative,0.9997935891151428
ከጰነጨየጠ,2,2025-02-26,Dashen,Google Play,negative,0.6970565915107727
"It has good feature. But, it is Very Slow! difficult to pay or receive. The Speed should be improved, else I didn't recommend.",2,2025-02-24,Dashen,Google Play,negative,0.9960646033287048
The app missed some important features 1. It does't show recent transactions 2. Transfer to Telebirr limited to own telebirr 3. The statement does't show running balance,2,2025-02-11,Dashen,Google Play,negative,0.9995891451835632
Send to oher bank የሚለዉ ዉስጥ ገብተን ወደ addisinternational bank ለመላክ አይሰራም ሁለተኛ ደግሞ ወደ cbe birr ለመላክ account number ይጠይቃል ሞባይል ነበር ነዉ መጠየቅ ያለበት ይመስለኛል,2,2025-01-29,Dashen,Google Play,negative,0.9945861101150513
I only see white page,2,2025-01-23,Dashen,Google Play,negative,0.9910238981246948
ስም ብቻ 😏,2,2025-01-21,Dashen,Google Play,negative,0.8337252736091614
We will see it,2,2025-01-15,Dashen,Google Play,positive,0.9998630285263062
love,3,2025-06-06,Dashen,Google Play,positive,0.9998735189437866
it too slow,3,2025-05-29,Dashen,Google Play,negative,0.9996801614761353
Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,3,2025-05-18,Dashen,Google Play,negative,0.9983357787132263
"dashen bank supper app is the most easy to use and have high speed,quality and I like features like chat,budget,fuel payment, and security for my opinion this product is techonolgy edge,this international standard thanks for product oweners (dashen bank)",3,2025-04-21,Dashen,Google Play,positive,0.9974797368049622
slow cumbersome,3,2025-04-08,Dashen,Google Play,negative,0.9997989535331726
"I have experienced on using the app of Banks in Ethiopia, this Dashen sup is like old version of the applications for using. I gave 3 star for it's very low speed while login and processing",3,2025-04-07,Dashen,Google Play,negative,0.9981010556221008
It is very easy to use and powerful application.,3,2025-04-01,Dashen,Google Play,positive,0.9997655749320984
this apps have a good feature but but some features like developer mode turn off irritate user,3,2025-04-01,Dashen,Google Play,negative,0.997230589389801
Add the option to send money to any telebirr account like amole does.,3,2025-03-08,Dashen,Google Play,negative,0.995681881904602
"Good app, bad security",3,2025-02-06,Dashen,Google Play,positive,0.989300549030304
All good we need more,3,2025-01-31,Dashen,Google Play,positive,0.9996538162231445
The first 3 star review is me,3,2025-01-25,Dashen,Google Play,positive,0.9967767596244812
good,4,2025-05-31,Dashen,Google Play,positive,0.9998161196708679
this app better than Amole . but the biometric on new update doesn't work,4,2025-05-31,Dashen,Google Play,negative,0.999607503414154
ዳሽን ባንክ ይለያል,4,2025-05-28,Dashen,Google Play,negative,0.8337252736091614
Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,2025-05-20,Dashen,Google Play,negative,0.9939862489700317
Good,4,2025-05-13,Dashen,Google Play,positive,0.9998161196708679
"This App makes digital banking effortless and convenient. User-friendly interface, secure transactions, and excellent features for managing finances efficiently.",4,2025-05-10,Dashen,Google Play,positive,0.9991555213928223
nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,4,2025-05-03,Dashen,Google Play,negative,0.9857989549636841
thank you,4,2025-04-30,Dashen,Google Play,positive,0.9998352527618408
great,4,2025-04-26,Dashen,Google Play,positive,0.9998630285263062
"A game changer in Ethiopian digital banking fast, secure, and packed with services. Everything you need, all in one powerful app. A true leap toward financial convenience and innovation!",4,2025-04-21,Dashen,Google Play,positive,0.9996839761734009
nice application,4,2025-03-27,Dashen,Google Play,positive,0.9998229146003723
Good,4,2025-03-21,Dashen,Google Play,positive,0.9998161196708679
The app is good but it has no USSD option,4,2025-03-13,Dashen,Google Play,negative,0.9952346682548523
Nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,4,2025-03-08,Dashen,Google Play,negative,0.9983522891998291
አፕልኬሽኑ አሪፍ ሆኖ ሳለ ቴሌብር ወደራስ ብቻ ለምን ሆነ እንደ ድሮው ለሰውም መላክ ቢቻል,4,2025-02-22,Dashen,Google Play,negative,0.9528433680534363
One star deducted for not to able to transfer to telebirr.,4,2025-02-13,Dashen,Google Play,negative,0.9903808236122131
ጥሩ ነው ግን በደንብ ሊሸሻል ይገባል,4,2025-02-13,Dashen,Google Play,negative,0.9046952724456787
ፍጥነቱ በጣም አሪፍ ነው! እና ቀለል ያለ ነው ! ነገር ግን ተጨማሪ ወደ ቴሌብር ኤጀንት መላኪያ አፕ ቢካተትበት ጥሩ ነው::,4,2025-02-12,Dashen,Google Play,negative,0.9328106045722961
"Simple, Fast and Easy ⭐⭐⭐🎉",4,2025-02-10,Dashen,Google Play,positive,0.9996811151504517
"የሚገርም aplication ነው, ነገር ግን ብር ትራንስፈር ሲደረግ ያለ ፒን መሆኑ risk አለው ሁሉ ጊዜ የ ትራንስፈር መደምደሚያ ፒን መሆን አለበት!!!!!!!!!!!!:: አሱ ቢስተካከል 5 star አስከዛው ግን 4 ሰጥቻለው::",4,2025-02-09,Dashen,Google Play,negative,0.8565719723701477
On Transaction page only show sent Transaction. Try to include received transaction.,4,2025-02-06,Dashen,Google Play,negative,0.9956958293914795
Amazing app to use as usual! But why option of transferring to Telebirr and M pesa which was available on Amole app is omitted?? Dasheen is my favourite keep it up.,4,2025-01-20,Dashen,Google Play,positive,0.9711757302284241
It has a Good performance but need more upgrade for more performance like when we login account not be fast balance show other thing looking good. Carry on. Thanks so much for Greatest service,4,2025-01-17,Dashen,Google Play,positive,0.9967933297157288
"It's great! But it will be advanced if you include a caption that allow customers to transfer to Telebirr account. Dashen Bank, ""ኩሉ ግዜ፡ ሓደ ስጕሚ ቀዳሚ።"" (Always one step ahead!)",4,2025-01-15,Dashen,Google Play,positive,0.9995723366737366
kalid,5,2025-06-08,Dashen,Google Play,positive,0.8998875617980957
መቸሸጠ,5,2025-06-03,Dashen,Google Play,negative,0.6970565915107727
wow,5,2025-06-03,Dashen,Google Play,positive,0.999592125415802
gadaa,5,2025-06-01,Dashen,Google Play,negative,0.7211463451385498
Massive upgrade from the Amole app.,5,2025-05-31,Dashen,Google Play,positive,0.9646419286727905
very good for this app,5,2025-05-31,Dashen,Google Play,positive,0.9998138546943665
top,5,2025-05-31,Dashen,Google Play,positive,0.9997069239616394
Wow,5,2025-05-30,Dashen,Google Play,positive,0.999592125415802
good,5,2025-05-30,Dashen,Google Play,positive,0.9998161196708679
wow to it saff and this app,5,2025-05-30,Dashen,Google Play,positive,0.9985712766647339
real life changer,5,2025-05-28,Dashen,Google Play,positive,0.9997788071632385
👍👍👍,5,2025-05-28,Dashen,Google Play,negative,0.6970565915107727
good,5,2025-05-28,Dashen,Google Play,positive,0.9998161196708679
nice application,5,2025-05-27,Dashen,Google Play,positive,0.9998229146003723
good,5,2025-05-27,Dashen,Google Play,positive,0.9998161196708679
wow,5,2025-05-27,Dashen,Google Play,positive,0.999592125415802
"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",5,2025-05-26,Dashen,Google Play,positive,0.999617338180542
Wawww,5,2025-05-24,Dashen,Google Play,negative,0.9418038129806519
it is good but some times says duplicate transaction why?,5,2025-05-24,Dashen,Google Play,negative,0.9836630821228027
very Nice,5,2025-05-23,Dashen,Google Play,positive,0.9998563528060913
its best,5,2025-05-23,Dashen,Google Play,positive,0.9998121857643127
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,2025-05-22,Dashen,Google Play,positive,0.9996517896652222
wow,5,2025-05-20,Dashen,Google Play,positive,0.999592125415802
good,5,2025-05-20,Dashen,Google Play,positive,0.9998161196708679
its best,5,2025-05-19,Dashen,Google Play,positive,0.9998121857643127
The best app ever in finance sector,5,2025-05-18,Dashen,Google Play,positive,0.9998089671134949
wowwwe app,5,2025-05-17,Dashen,Google Play,positive,0.9829692840576172
good,5,2025-05-16,Dashen,Google Play,positive,0.9998161196708679
Amazing Application...,5,2025-05-16,Dashen,Google Play,positive,0.9998786449432373
Fantastic,5,2025-05-16,Dashen,Google Play,positive,0.9998743534088135
"Dashen bank app is very good, but sometimes it is not working well",5,2025-05-15,Dashen,Google Play,negative,0.9976341724395752
its my choice,5,2025-05-15,Dashen,Google Play,positive,0.9962010979652405
wow apo,5,2025-05-15,Dashen,Google Play,positive,0.9994785189628601
awesome app keep going,5,2025-05-14,Dashen,Google Play,positive,0.9998502731323242
wow,5,2025-05-14,Dashen,Google Play,positive,0.999592125415802
👍,5,2025-05-14,Dashen,Google Play,negative,0.6970565915107727
"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",5,2025-05-14,Dashen,Google Play,positive,0.9992207288742065
Game changer,5,2025-05-13,Dashen,Google Play,positive,0.9887570738792419
Totally amazing,5,2025-05-13,Dashen,Google Play,positive,0.9998782873153687
super 😎,5,2025-05-13,Dashen,Google Play,positive,0.9331682920455933
what a helpful app!!!!,5,2025-05-13,Dashen,Google Play,positive,0.9990901947021484
nice,5,2025-05-13,Dashen,Google Play,positive,0.9998552799224854
wow,5,2025-05-13,Dashen,Google Play,positive,0.999592125415802
"To be honest, best banking and lifestyle app in Ethiopia.",5,2025-05-12,Dashen,Google Play,positive,0.9997262358665466
fast,5,2025-05-12,Dashen,Google Play,positive,0.9989494681358337
"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",5,2025-05-12,Dashen,Google Play,positive,0.9966461062431335
good,5,2025-05-09,Dashen,Google Play,positive,0.9998161196708679
Amazing app super easy to use and best design. loved it.,5,2025-05-09,Dashen,Google Play,positive,0.9998630285263062
its the best ever,5,2025-05-09,Dashen,Google Play,positive,0.9998552799224854
nice,5,2025-05-08,Dashen,Google Play,positive,0.9998552799224854
excellent game changer App,5,2025-05-08,Dashen,Google Play,positive,0.9998358488082886
I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,5,2025-05-03,Dashen,Google Play,positive,0.9995176792144775
yes i want dashen super open,5,2025-05-02,Dashen,Google Play,positive,0.9994350075721741
Best App,5,2025-05-02,Dashen,Google Play,positive,0.999686598777771
faster than this version,5,2025-05-01,Dashen,Google Play,positive,0.9991979002952576
"Best UI mobile banking app, props to design team",5,2025-04-30,Dashen,Google Play,positive,0.9991565942764282
great app,5,2025-04-30,Dashen,Google Play,positive,0.999821126461029
Dashen bank always one step ahead,5,2025-04-30,Dashen,Google Play,positive,0.9996015429496765
dashen super app is secure band very easy,5,2025-04-29,Dashen,Google Play,positive,0.9899651408195496
It is very fast and secured mobile banking app! I like this app!,5,2025-04-29,Dashen,Google Play,positive,0.9995939135551453
best app I have ever seen,5,2025-04-29,Dashen,Google Play,positive,0.9996102452278137
best of best,5,2025-04-29,Dashen,Google Play,positive,0.9997496008872986
waw,5,2025-04-28,Dashen,Google Play,negative,0.7346178889274597
best app,5,2025-04-28,Dashen,Google Play,positive,0.999686598777771
wowslnwoooo wowwww amazing !!!!!!!!,5,2025-04-28,Dashen,Google Play,positive,0.9997221827507019
wow appl,5,2025-04-28,Dashen,Google Play,positive,0.9994691014289856
very nice,5,2025-04-26,Dashen,Google Play,positive,0.9998563528060913
"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",5,2025-04-24,Dashen,Google Play,positive,0.9996446371078491
Very easy and Fast.,5,2025-04-24,Dashen,Google Play,positive,0.9995487332344055
Incomparably user-friendly and fast app for mobile banking.,5,2025-04-24,Dashen,Google Play,negative,0.9392755627632141
execellent,5,2025-04-24,Dashen,Google Play,negative,0.9866806864738464
"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",5,2025-04-23,Dashen,Google Play,positive,0.9998038411140442
All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,5,2025-04-23,Dashen,Google Play,negative,0.7598550915718079
it is incredible product.,5,2025-04-23,Dashen,Google Play,positive,0.9998867511749268
"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",5,2025-04-23,Dashen,Google Play,positive,0.9997783303260803
best app,5,2025-04-23,Dashen,Google Play,positive,0.999686598777771
