review,rating,date,bank,source,sentiment,sentiment_score,clean_review,themes
"Installed the latest version of this app on my Android 14 device, but it is not working. I have already received the activation key from your branch (via SMS), but couldn't activate it. It is a failed app. I bet you don't have QA testers.",1,2024-04-24,BOA,Google Play,negative,0.9996954202651978,instal late version app android device work receive activation key branch sms activate fail app bet qa tester,access
"This is not functional at all, it takes forever to make a transaction,please improve it.",1,2024-04-24,BOA,Google Play,negative,0.996469259262085,functional take forever transaction improve,other
I can't update the enable button not open.,1,2024-04-24,BOA,Google Play,negative,0.9989743232727052,update enable button open,other
"BOA app was one of my favourite back in the days, now I don't if there is an app worsen that this.. very very bad. You need to fix it or remove it.",1,2024-04-24,BOA,Google Play,negative,0.9997431635856628,boa app favourite day app worsen bad need fix remove,other
It is not working at all.,1,2024-04-24,BOA,Google Play,negative,0.999782145023346,work,other
To slow,1,2024-04-23,BOA,Google Play,negative,0.999487280845642,slow,performance
"I've never seen a very worst mobile banking system like this, i lost 37000 birr because of your delay transaction system, i called 8397 and they told me stay for confirmation but, after i changed my mind and waiting for confirmation call to cancel the process they sent it with out my approval, so please don't use the mobile banking system please",1,2024-04-23,BOA,Google Play,negative,0.9995245933532716,see bad mobile banking system like lose birr delay transaction system call tell stay confirmation change mind wait confirmation cancel process send approval use mobile banking system,performance
It is not working,1,2024-04-23,BOA,Google Play,negative,0.9997721314430236,work,other
Not bad but please make it lite pls,1,2024-04-23,BOA,Google Play,positive,0.9990805387496948,bad lite pls,other
"It says ""Something is wrong with your internet banking user, go to your nearest branch"" It hasn't been working since April 13.",1,2024-04-22,BOA,Google Play,negative,0.99941086769104,say wrong internet banking user near branch work april,other
በጣም አስቸጋሪ እና አዳጋች የሆነ አሠራር ነው የሚጠቀመው ግብይት መፈፀም ክፍያው ተቆርጦ ሎክ አካውንት በማለት ያስቀምጣል በሌላ አማራጭ ከከፈሉ በኃላ ተመላሽ እንኳን አያደርግም,1,2024-04-22,BOA,Google Play,negative,0.9615163207054138,በጣም አስቸጋሪ እና አዳጋች የሆነ አሠራር ነው የሚጠቀመው ግብይት መፈፀም ክፍያው ተቆርጦ ሎክ አካውንት በማለት ያስቀምጣል በሌላ አማራጭ ከከፈሉ በኃላ ተመላሽ እንኳን አያደርግም,other
Not reliable always with some issues,1,2024-04-22,BOA,Google Play,negative,0.9995911717414856,reliable issue,other
Right one,1,2024-04-22,BOA,Google Play,positive,0.9998385906219482,right,other
"So BoA, your last application was horrible and buggy. And we thought ""finally!! a functional new app with better UI."" But It didn't last long, a non existent connection error at login.... Please just fix your app to the simplest functional form and it would be up to your other service standards.",1,2024-04-21,BOA,Google Play,negative,0.9980742931365968,boa application horrible buggy think finally functional new app well ui long non existent connection error login fix app simple functional form service standard,access
"It has good backgroud and simple. But keeps saying no conectivty , login, Close immediately you made it porly not woriking on stable network!!!",1,2024-04-21,BOA,Google Play,negative,0.7382307648658752,good backgroud simple keep say conectivty login close immediately porly worike stable network,access
Ayseram,1,2024-04-21,BOA,Google Play,negative,0.6560930013656616,ayseram,other
"The app is a total waste of time, it glitches, doesn't log in fast, super slow.",1,2024-04-21,BOA,Google Play,negative,0.9996176958084106,app total waste time glitche log fast super slow,performance
Very very bad app,1,2024-04-21,BOA,Google Play,negative,0.9997959733009338,bad app,other
Not work this app ...what is the problem,1,2024-04-20,BOA,Google Play,negative,0.9997695088386536,work app problem,other
the new updated app exception handling for connection fluctuations is so exhausting which lead users to login repeated times.,1,2024-04-20,BOA,Google Play,negative,0.999728500843048,new update app exception handling connection fluctuation exhausting lead user login repeat time,access
"Some problem this app,",1,2024-04-20,BOA,Google Play,negative,0.9994459748268129,problem app,other
It keeps on crashing,1,2024-04-20,BOA,Google Play,negative,0.519234836101532,keep crash,performance
poor performance,1,2024-04-20,BOA,Google Play,negative,0.999767005443573,poor performance,other
Now am confused upgrade or downgrade 🤔,1,2024-04-17,BOA,Google Play,negative,0.9976465106010436,confused upgrade downgrade,other
Can you please just make it functional. I don't think anyone cares how good it looks if not a single functionality works. Plus it's not even aestheticaly nice. The loading animated icon has white irregular edges because the logo wasn't cut out correctly. The app doesn't work at all. It doesn't even login. It gets stuck on login just showing the logo animation and blames the issue on connectivity. Connectivity is fine and the proof is that this review is posted.,1,2024-04-15,BOA,Google Play,negative,0.7783366441726685,functional think care good look single functionality work plus aestheticaly nice loading animate icon white irregular edge logo cut correctly app work login get stuck login show logo animation blame issue connectivity connectivity fine proof review post,access
በጣም ቀለል ያለ እና ምቹ ና አስተማማኝ ነው እርሶም ይጠቀሙበት !!!,1,2024-04-14,BOA,Google Play,positive,0.9787020683288574,በጣም ቀለል ያለ እና ምቹ ና አስተማማኝ ነው እርሶም ይጠቀሙበት,other
The app is not showing my balance or any transaction it is like corrupted showing usd amounts,1,2024-04-13,BOA,Google Play,negative,0.999426007270813,app show balance transaction like corrupted showing usd amount,other
አሰ,1,2024-04-13,BOA,Google Play,negative,0.6970565915107727,አሰ,other
The most terrible mobel banking app in the world it is not working ones in a week,1,2024-04-13,BOA,Google Play,negative,0.9983479976654052,terrible mobel banking app world work one week,other
"Ultimately, the worst mobile banking experience ever left me feeling exasperated and disillusioned.Its a nightmare",1,2024-04-13,BOA,Google Play,negative,0.9998087286949158,ultimately bad mobile banking experience leave feel exasperate nightmare,other
"The updated version of this app is just time wasting. It doesn't work with 2G/3G network.require log in frequently,not fast as much as possible.automatic log out are the bad features of this app",1,2024-04-13,BOA,Google Play,negative,0.999740183353424,update version app time waste work g log frequently fast log bad feature app,other
"This has to be your worst app ever, damm so many bugs and it lags so baddd. Please fix it",1,2024-04-12,BOA,Google Play,negative,0.9998080134391784,bad app damm bug lag baddd fix,other
Yet another useless app,1,2024-04-09,BOA,Google Play,negative,0.9997926354408264,useless app,other
Worse mobile banking ever 👎👎,1,2024-03-29,BOA,Google Play,negative,0.9997376799583436,bad mobile banking,other
What's wrong with app suddenly stoped to open?,1,2024-03-25,BOA,Google Play,negative,0.998789370059967,wrong app suddenly stop open,other
Just use other banks if you want a good mobile app. CBE is 40X faster and safe than this app.,1,2024-03-23,BOA,Google Play,negative,0.7189282178878784,use bank want good mobile app cbe fast safe app,other
Worst app ever previous version was way better than this version after I activated my mobile banking app it says account not found but I'm their system my IB customer does work fine please fix your bugs and test it before you release it I have visit and report many branches and head quarter but they can't fix the problem,1,2024-03-23,BOA,Google Play,negative,0.9954324960708618,bad app previous version way well version activate mobile banking app say account find system ib customer work fine fix bug test release visit report branch head quarter fix problem,support
I have nothing against your service but your App!!!!??? When will it ever work? Why do you keep changing the interface whenever there is an update? The most unreadable annoying app.,1,2024-03-22,BOA,Google Play,negative,0.9995490908622742,service app work change interface update unreadable annoying app,UX
The application is extremely slow.,1,2024-03-16,BOA,Google Play,negative,0.9997929930686952,application extremely slow,performance
I couldn't transfer because of bug's its annoying for a bank app nots acceptable,1,2024-03-15,BOA,Google Play,negative,0.999514102935791,transfer bug annoying bank app not acceptable,features
Poor,1,2024-03-13,BOA,Google Play,negative,0.9997912049293518,poor,other
Always there a problem with this app it says check your connection while connected 😞,1,2024-03-09,BOA,Google Play,negative,0.9987086057662964,problem app say check connection connect,other
It's bad,1,2024-03-09,BOA,Google Play,negative,0.999804675579071,bad,other
Waw,1,2024-03-08,BOA,Google Play,negative,0.7346178889274597,waw,other
The worst mobile banking app like the previous one. How long it would take for BOA to develop a good app?????? Years or decades?,1,2024-03-04,BOA,Google Play,negative,0.9998072981834412,bad mobile banking app like previous long boa develop good app year decade,other
Was good at first but now i couldn't reach my apollo account in the mobile banking app,1,2024-03-03,BOA,Google Play,negative,0.9983847141265868,good reach apollo account mobile banking app,other
I don't know why they roll out new updates without making sure it works! Why???? Do they need to update to a new staff? Perhaps pay for a better network?? Mindenew? I don't know there always a problem with this app.,1,2024-03-02,BOA,Google Play,negative,0.9995311498641968,know roll new update make sure work need update new staff pay well network mindenew know problem app,features
Always crashes,1,2024-03-02,BOA,Google Play,negative,0.9993184804916382,crash,performance
Best version of boa apps,1,2024-03-02,BOA,Google Play,positive,0.999344527721405,good version boa app,other
After the recent update the application keeps crashing when I tried to open. Please fix.,1,2024-03-01,BOA,Google Play,negative,0.9973646998405457,recent update application keep crash try open fix,performance
The worse app I have ever seen.,1,2024-03-01,BOA,Google Play,negative,0.9997802376747132,bad app see,other
"The worst mobile banking app ever!!! I have tried to transfer 25,000 from my BOA account to my CBE and it still hasn't reached my CBE account yet. When I tried contacting customer support they just tell me it's a problem with the system. I have waited 48 hours and I still haven't received my money. Bank of Abyssinia the worst bank and system, I don't recommend this app or bank to anyone.",1,2024-03-01,BOA,Google Play,negative,0.9997801184654236,bad mobile banking app try transfer boa account cbe reach cbe account try contact customer support tell problem system wait hour receive money bank abyssinia bad bank system recommend app bank,"support, features"
Thank you for wasting my time Abyssinia.,1,2024-02-26,BOA,Google Play,negative,0.9570653438568116,thank waste time abyssinia,other
Overrated service and recently glitching service system not being able to withdraw funds.,1,2024-02-26,BOA,Google Play,positive,0.9889348149299622,overrate service recently glitche service system able withdraw fund,other
😏,1,2024-02-25,BOA,Google Play,negative,0.6970565915107727,,other
This app is not efficient and can't be used for people outside Ethiopia. I am not able to enter back my OTP code into the App screen as it gets frozen and nothing can be done. Also the login screen forces to enter a local cell phone in Ethiopia and a PIN number. Those of us who live abroad are left out. The previous application with BoA Authenitcater was working efficiently and I was also able to login using my LapTop. I recommend the Application to use login user name & email instead of Ph#.,1,2024-02-23,BOA,Google Play,negative,0.9934360980987548,app efficient people outside ethiopia able enter otp code app screen get frozen login screen force enter local cell phone ethiopia pin number live abroad leave previous application boa authenitcater work efficiently able login laptop recommend application use login user email instead ph,access
Worst application I ever used,1,2024-02-23,BOA,Google Play,negative,0.9997875094413756,bad application,other
It is very bad app. not friendly usable. needs extremely strong network. Can't be updated easily.,1,2024-02-21,BOA,Google Play,negative,0.9997742772102356,bad app friendly usable need extremely strong network update easily,other
"I have a fitayah account, a type of interest free account, and because their system is unable to process anything for people like me I can't see any of my accounts in the account list on any transaction, although I can see it when performing security actions or checking my balance, as such this app is as useless to me as the previous one. Unbelievable",1,2024-02-18,BOA,Google Play,negative,0.999779999256134,fitayah account type interest free account system unable process people like account account list transaction perform security action check balance app useless previous unbelievable,access
ግሞች ደህና የነበረውን አግማሙት ኤጭ,1,2024-02-18,BOA,Google Play,negative,0.8832131028175354,ግሞች ደህና የነበረውን አግማሙት ኤጭ,other
በጣም የሞተና የወረደ አፕ ነው,1,2024-02-17,BOA,Google Play,negative,0.8832131028175354,በጣም የሞተና የወረደ አፕ ነው,other
Noting! Mnm ayseram,1,2024-02-17,BOA,Google Play,negative,0.946794867515564,note mnm ayseram,other
It doesn't work,1,2024-02-17,BOA,Google Play,negative,0.9997813105583192,work,other
It doesnt send birr immediately to anything,1,2024-02-17,BOA,Google Play,negative,0.9893590211868286,not send birr immediately,other
"Horrible, your apps are getting worse and worse",1,2024-02-16,BOA,Google Play,negative,0.9997705817222596,horrible app get bad bad,other
"This is terrible app. What the hell is your problem. Passwords can't be entered manually. I'm abroad. I don't have my Ethiopian Sim. I'm receiving the activation code via telegram. But you locked the system not to accept the activation OTP manually. Hence, I can't see my accounts, I can't make transactions etc.... how can you not think of this in advance.... now I'm in a terrible situation. I can't know what is going on with my account. WOULD YOU FIX IT NOW.... NOT TOMORROW or THE DAY AFTER...",1,2024-02-16,BOA,Google Play,negative,0.9994161128997804,terrible app hell problem password enter manually abroad ethiopian sim receive activation code telegram lock system accept activation otp manually account transaction etc think advance terrible situation know go account fix tomorrow day,access
Boring,1,2024-02-15,BOA,Google Play,negative,0.99978905916214,bore,other
Poor app,1,2024-02-14,BOA,Google Play,negative,0.9997596144676208,poor app,other
BoA,2,2025-05-20,BOA,Google Play,negative,0.7410542368888855,boa,other
Best,2,2025-04-19,BOA,Google Play,positive,0.9997941851615906,well,other
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,BOA,Google Play,negative,0.5856854915618896,type password say successfully log go page,access
The is not functional at all?,2,2025-02-12,BOA,Google Play,negative,0.9997331500053406,functional,other
Whenever I try to sign in app close please fixed it out,2,2025-01-21,BOA,Google Play,negative,0.997660994529724,try sign app close fix,other
It doesn't work at all.,2,2025-01-02,BOA,Google Play,negative,0.9997771382331848,work,other
በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30,BOA,Google Play,negative,0.9733067750930786,በጣም መሻሻል አለበት ለ ባንኩ ማይመጥን መተግበርያ ነው,other
Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,BOA,Google Play,negative,0.999800741672516,system bad well,other
It needs more improvment,2,2024-11-24,BOA,Google Play,negative,0.998616099357605,need improvment,other
"It's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01,BOA,Google Play,negative,0.9968530535697936,work need improve good anymore,other
"screenshot isn't working, Please modify it",2,2024-07-22,BOA,Google Play,negative,0.9996084570884703,screenshot work modify,other
Very poor app. Its Always cresh and not compatible,2,2024-07-13,BOA,Google Play,negative,0.999818742275238,poor app cresh compatible,other
After update it doesn't work well,2,2024-07-09,BOA,Google Play,negative,0.9996452331542968,update work,other
"አኘልኬሽኑ በሁሉም ነገር ጥሩ ነዉ,ነገር ግን Network በጣም ነዉ እሚያስቸገረው",2,2024-06-13,BOA,Google Play,negative,0.946504294872284,አኘልኬሽኑ በሁሉም ነገር ጥሩ ነዉ ነገር ግን network በጣም ነዉ እሚያስቸገረው,other
"Worest app, it cannot be downloaded",2,2024-06-05,BOA,Google Play,negative,0.9979676604270936,wor app download,other
ABDU MUDESR,2,2024-06-01,BOA,Google Play,positive,0.7394681572914124,abdu mudesr,other
It's good when i've downloaded at first. But now it doesn't work well,2,2024-05-20,BOA,Google Play,negative,0.994461953639984,good download work,other
Hate how we're expected to disable 'Developer Options' everytime we open the app. An unnecessary point of friction that's been put in place in the guise of security.,2,2024-05-14,BOA,Google Play,negative,0.9997732043266296,hate expect disable developer option everytime open app unnecessary point friction place guise security,other
Am not satisfay,2,2024-05-11,BOA,Google Play,negative,0.9995954632759094,satisfay,other
After recent update the app keeps asking to disable developers options and won't let you use it unless you do.,2,2024-05-10,BOA,Google Play,negative,0.974820613861084,recent update app keep ask disable developer option will let use,other
Slow every time,2,2024-05-08,BOA,Google Play,negative,0.999620795249939,slow time,performance
What's wrong with App. this days? it doesn't working properly. 1) it's VERY SLOW & doesn't open. it's very Annoying. 2) most of the time it says repeatedly Please try it again or try it later but again and again it doesn't open or work. 3) repeatedly it says something went wrong then it off the screen. I've updated the App. when it needed but nothing changed. 👉PLEASE if it has some issues with the App. Please fix it otherwise I'm going to uninstall it.,2,2024-05-08,BOA,Google Play,negative,0.9997007846832277,wrong app day work properly slow open annoying time say repeatedly try try later open work repeatedly say go wrong screen update app need change issue app fix go uninstall,performance
It crash repeatedly! Try to make it more stable for customers need meet!,2,2024-05-07,BOA,Google Play,negative,0.9996886253356934,crash repeatedly try stable customer need meet,"support, performance"
this app not work why?pleas tell me,2,2024-05-04,BOA,Google Play,negative,0.9996669292449952,app work tell,other
"Developers/ the company takes too long to update the app, and throughout that process, the app is basically useless. We can't send money or even be able to check our account. They even take it down from the Play Store for a while. This whole process usually takes them 3 to 5 days. This is very disappointing. It is an improvement from the previous version of the app, but they still have a long way to go to compete with the likes of CBE. Transferring to other banks sometimes doesn't work.",2,2024-05-03,BOA,Google Play,negative,0.9998020529747008,company take long update app process app basically useless send money able check account play store process usually take day disappointing improvement previous version app long way compete like cbe transfer bank work,features
I think I remember it worked once upon time...,2,2024-05-02,BOA,Google Play,positive,0.9455677270889282,think remember work time,other
Very bad app,2,2024-05-02,BOA,Google Play,negative,0.9997768998146056,bad app,other
It was working good before the last update but after the update it asks to disable developer option. why is that? That means any developer with developer option enabled can't access his account. It crushs a lot of times.,2,2024-05-01,BOA,Google Play,negative,0.9993207454681396,work good update update ask disable developer option mean developer developer option enable access account crushs lot time,other
No feature works correctly. Its always buffering and needs probably high data. So its useless 😏😏😏,2,2024-04-30,BOA,Google Play,negative,0.9997801184654236,feature work correctly buffer need probably high datum useless,other
Need many improvements,2,2024-04-30,BOA,Google Play,negative,0.8345046043395996,need improvement,other
"you guys keep on releasing unstable app, now it won't login",2,2024-04-30,BOA,Google Play,negative,0.9805343747138976,guy release unstable app will login,access
That's a fantastic app! L,2,2024-04-29,BOA,Google Play,positive,0.999869465827942,fantastic app l,other
I love boa but the mobile app isn't as good as the older version when the app gets update it gets worse and worse it doesn't even work..fix the issue with that,2,2024-04-28,BOA,Google Play,negative,0.9996931552886964,love boa mobile app good old version app get update get bad bad work fix issue,other
6r---“q##👺,2,2024-04-23,BOA,Google Play,negative,0.9579623341560364,,other
Good,2,2024-04-23,BOA,Google Play,positive,0.999816119670868,good,other
"By far the nicest looking app by an Ethiopian Bank. But it's functionality is weak. It is full of Transaction error, Function Error. Kudos, but it needs more backend work.",2,2024-04-22,BOA,Google Play,negative,0.9993565678596495,far nice look app ethiopian bank functionality weak transaction error function error kudo need backend work,other
Very bad 👎,2,2024-04-22,BOA,Google Play,negative,0.9998021721839904,bad,other
"It was working fine a couple of days ago, in the utilities section of payment it only provides a few services but that is OK for now but my issue is it has started crashing down these past 2 days",2,2024-04-21,BOA,Google Play,negative,0.9992096424102784,work fine couple day ago utility section payment provide service ok issue start crash past day,"features, performance"
A lot of the app's features have been rearranged but sometimes it works sometimes it doesnt...and that makes it less reliable specially at times of need...pls improve it,2,2024-04-18,BOA,Google Play,negative,0.9991328120231628,lot app feature rearrange work doesnt make reliable specially time need pls improve,other
it's so slow app please fix it,2,2024-04-13,BOA,Google Play,negative,0.9994977712631226,slow app fix,performance
Why u do that hh,2,2024-04-13,BOA,Google Play,negative,0.9960595369338988,u hh,other
OTP should be inserted manually. not working on my phone,2,2024-04-02,BOA,Google Play,negative,0.9994474053382874,otp insert manually work phone,other
"The app doesnot allow to transfer from foreign currency accounts to local currency accounts , it says transaction not allowed , please check it and also it is difficult to activate the app from abroad countries since the otp doesn't reach by sms and it uses email, it doesn't allow manual otp input and the email hardly received , please review your app and make an update !!!",2,2024-03-22,BOA,Google Play,negative,0.9975436329841614,app doesnot allow transfer foreign currency account local currency account say transaction allow check difficult activate app abroad country otp reach sm use email allow manual otp input email hardly receive review app update,features
worst banking app i have ever used. Try to modify it,2,2024-03-19,BOA,Google Play,negative,0.9997920393943788,bad banking app try modify,other
AoB,2,2024-03-04,BOA,Google Play,negative,0.60941481590271,aob,other
Not working,2,2024-02-28,BOA,Google Play,negative,0.999777853488922,work,other
Denez boa,2,2024-02-21,BOA,Google Play,positive,0.6235483884811401,denez boa,other
Definitly better than the privious version but this one crashes frequently and needed to put to sleep on andrioid version 9,2,2024-02-20,BOA,Google Play,negative,0.9993939399719238,definitly well privious version crash frequently need sleep andrioid version,performance
Its very slow and fail to load any transaction,2,2024-02-15,BOA,Google Play,negative,0.999752938747406,slow fail load transaction,"access, performance"
ለምንድን ነው የexit መውጫ የሌለው back back ስንል እንውላለን እንጂ አፑ አይዘጋም,2,2024-02-06,BOA,Google Play,negative,0.9785796403884888,ለምንድን ነው የexit መውጫ የሌለው ስንል እንውላለን እንጂ አፑ አይዘጋም,other
I Don't Like It Once U Open It's open did Not Ask U The Pin when u get back Not Safty the Old Version Is More Secured,2,2024-02-06,BOA,Google Play,negative,0.993198573589325,like u open open ask u pin u safty old version secured,other
Not good,2,2024-02-05,BOA,Google Play,negative,0.9997889399528505,good,other
it's not working,3,2025-06-05,BOA,Google Play,negative,0.9997857213020324,work,other
Good service.,3,2025-05-25,BOA,Google Play,positive,0.9998533725738524,good service,other
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,BOA,Google Play,negative,0.9997255206108092,app work ask password start load open,access
good but they don't update enough don't add new things,3,2025-04-04,BOA,Google Play,negative,0.9693678617477416,good update add new thing,other
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,BOA,Google Play,negative,0.99748432636261,decent problem say error transfer money infact transfer bug transfer time instead transfer money telebirr acc self boe dev fix,features
Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,BOA,Google Play,positive,0.9997236132621764,easy convienient use perfect high prefrence choice,UX
Always do update and that is annoying,3,2025-01-27,BOA,Google Play,negative,0.9994439482688904,update annoying,other
I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,BOA,Google Play,negative,0.9016599655151368,app long time amazing user friendly ui find pin button app,other
Not that much bad,3,2024-12-22,BOA,Google Play,positive,0.998815894126892,bad,other
Good,3,2024-12-16,BOA,Google Play,positive,0.999816119670868,good,other
"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,BOA,Google Play,negative,0.9888866543769836,easy sooo simple use easy stole someone money app,UX
Poorly functioning app,3,2024-12-13,BOA,Google Play,negative,0.999775230884552,poorly function app,other
ab,3,2024-11-20,BOA,Google Play,positive,0.9603192806243896,ab,other
Please this app on my android phone,3,2024-11-20,BOA,Google Play,positive,0.6488659381866455,app android phone,other
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,BOA,Google Play,negative,0.993607759475708,nice interface freeze slow load developer fix issue,"performance, UX"
Good,3,2024-10-03,BOA,Google Play,positive,0.999816119670868,good,other
The App's crash always.. Error.....,3,2024-09-27,BOA,Google Play,negative,0.9996880292892456,app crash error,performance
That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,BOA,Google Play,negative,0.9941336512565612,good application try add alternative future possibilitys customer,support
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14,BOA,Google Play,negative,0.9925205707550048,aimohon joel good well conversation time,other
Fast one,3,2024-09-04,BOA,Google Play,positive,0.9994491934776306,fast,other
Good,3,2024-08-28,BOA,Google Play,positive,0.999816119670868,good,other
Betanya Gebre,3,2024-08-23,BOA,Google Play,positive,0.8911886215209961,betanya gebre,other
so far good but always it lugs,3,2024-08-17,BOA,Google Play,negative,0.982947051525116,far good lug,other
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,BOA,Google Play,negative,0.9997915625572203,despite enhance technology application work properly ask developer option turn fix,other
Thank you,3,2024-08-12,BOA,Google Play,positive,0.9998352527618408,thank,other
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,BOA,Google Play,negative,0.952187716960907,ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን ከዘመን አንጉደል,other
Harun tamam galanaa,3,2024-08-09,BOA,Google Play,negative,0.9410594701766968,harun tamam galanaa,other
good,3,2024-08-07,BOA,Google Play,positive,0.999816119670868,good,other
When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,3,2024-07-24,BOA,Google Play,negative,0.999801218509674,try use application say developer setting setting play work,other
Ahmed Mohammed husen,3,2024-07-21,BOA,Google Play,positive,0.912414848804474,ahmed mohammed husen,other
ርይርፍ,3,2024-07-19,BOA,Google Play,negative,0.6970565915107727,ርይርፍ,other
🤷🤷🤷,3,2024-07-15,BOA,Google Play,negative,0.6970565915107727,,other
It is not fast,3,2024-07-11,BOA,Google Play,negative,0.99720698595047,fast,other
The app is not good need a few work,3,2024-06-11,BOA,Google Play,negative,0.9997538924217224,app good need work,other
It is Good to save time 👌👌,3,2024-05-31,BOA,Google Play,positive,0.9998168349266052,good save time,other
What is that disable developer option I have never seen any app commands.,3,2024-05-22,BOA,Google Play,negative,0.9988861680030824,disable developer option see app command,other
Great app..,3,2024-05-18,BOA,Google Play,positive,0.9998515844345092,great app,other
good good,3,2024-05-12,BOA,Google Play,positive,0.9998282194137572,good good,other
It's improved now,3,2024-05-12,BOA,Google Play,positive,0.9998502731323242,improve,other
The app has bugs. Signing in is still a challenge. Transfer to another bank is impossible. The app is slow and bland.,3,2024-05-11,BOA,Google Play,negative,0.999795138835907,app bug sign challenge transfer bank impossible app slow bland,"features, performance"
Good,3,2024-05-07,BOA,Google Play,positive,0.999816119670868,good,other
"Why is the app asking me to remove developer options? Why does it matter what I do with my phone , this is unacceptable! Fix this",3,2024-05-06,BOA,Google Play,negative,0.9997825026512146,app ask remove developer option matter phone unacceptable fix,other
ayseram yastelal,3,2024-05-04,BOA,Google Play,positive,0.9675766229629515,ayseram yastelal,other
"Was working ok.but it started not displaying banks list to choose from, and it needs updating every couple of days, annoying",3,2024-05-03,BOA,Google Play,negative,0.999055802822113,work started display bank list choose need update couple day annoying,other
Good,3,2024-05-02,BOA,Google Play,positive,0.999816119670868,good,other
This app is so annoying as the previous version.,3,2024-04-30,BOA,Google Play,negative,0.9997738003730774,app annoying previous version,other
Hello is this new update cuz it keeps kicking me out!!!!! can't make a transaction fr!,3,2024-04-30,BOA,Google Play,negative,0.9989492297172546,hello new update cuz keep kick transaction fr,other
The latest update has a bug it keeps crashing. Please fix it it's so inconvenient to do our business this way. That or we will switch to other banks,3,2024-04-30,BOA,Google Play,negative,0.999640703201294,late update bug keep crash fix inconvenient business way switch bank,performance
The app is not properly working.,3,2024-04-28,BOA,Google Play,negative,0.999790370464325,app properly work,other
The onky defect is that it is too slow,3,2024-04-25,BOA,Google Play,negative,0.9996615648269652,onky defect slow,performance
በጣም ምርጥ አኘ ነው ቶሎ ይበላሻል,3,2024-04-22,BOA,Google Play,negative,0.9046952724456788,በጣም ምርጥ አኘ ነው ቶሎ ይበላሻል,other
Good,3,2024-04-19,BOA,Google Play,positive,0.999816119670868,good,other
"my device is not auto inserting The OTP, So keyboard should be enabled on the apps OTP login to insert OTP Manually.",3,2024-04-02,BOA,Google Play,negative,0.9937697052955629,device auto inserting otp keyboard enable app otp login insert otp manually,access
When writing amounts z app cannot insert deceimasl so that one cannot transact amounts involving cents !!! A finnacial app to be released without this feature being checked !!!,3,2024-03-20,BOA,Google Play,negative,0.8702899217605591,write amount z app insert deceimasl transact amount involve cent finnacial app release feature check,other
It's not fast to use,3,2024-03-08,BOA,Google Play,negative,0.9720844030380248,fast use,other
I used to access my Apollo account through the app before the update but now i can't access my Apollo account through this app and for me this is a step taken backwards!!!!!,3,2024-02-22,BOA,Google Play,negative,0.9990597367286682,access apollo account app update access apollo account app step take backwards,other
So this updated version is so much better and faster but it doesn't open unless it's directly opened from play store. fix this issue I'd give it 5 if it wasn't for this,3,2024-02-16,BOA,Google Play,negative,0.998803973197937,update version well fast open directly open play store fix issue,other
I can't use it anymore,3,2024-02-16,BOA,Google Play,negative,0.998528242111206,use anymore,other
"Great graphics, but why my music have to stop when I open this app? Make it make sense. But overall, it's good, but also needs too much data just to load this app. We might need a lite version of this.",3,2024-02-15,BOA,Google Play,negative,0.996291995048523,great graphic music stop open app sense overall good need datum load app need lite version,other
